patient_id,traffic_source,device
4597,Organic Search,Android 11.1
4598,Organic Search,Android 12.0
4599,Direct,IOS 16.5
4600,Direct,Android 12.3
4601,Direct,IOS 17.2
4602,Referral,IOS 17.0
4603,Referral,IOS 17.2
4604,Google Ads,IOS 15.2
4605,Direct,IOS 13.1
4606,Direct,Android 11.2
4607,Apple Ads,IOS 13.0
4608,Direct,IOS 13.3
4609,Referral,IOS 18.4
4610,Referral,Android 8.0
4611,Organic Search,Android 12.4
4612,Organic Search,IOS 16.0
4613,Meta Ads,IOS 13.5
4614,Organic Search,Android 9.1
4615,Direct,Android 11.3
4616,Google Ads,Android 12.1
4617,Google Ads,Android 8.1
4618,Referral,Android 8.2
4619,Meta Ads,Android 9.2
4620,Referral,Android 10.5
4621,Referral,Android 12.1
4622,Apple Ads,IOS 17.1
4623,Direct,Android 12.2
4624,Apple Ads,IOS 17.1
4625,Direct,IOS 16.2
4626,Meta Ads,Android 10.0
4627,Referral,Android 11.5
4628,Apple Ads,IOS 14.1
4629,Meta Ads,Android 8.4
4630,Organic Search,Android 12.1
4631,Direct,Android 10.4
4632,Direct,Android 8.1
4633,Referral,Android 10.5
4634,Apple Ads,IOS 17.1
4635,Organic Search,Android 11.1
4636,Direct,Android 8.3
4637,Organic Search,IOS 13.5
4638,Google Ads,Android 10.5
4639,Referral,Android 11.3
4640,Referral,IOS 16.0
4641,Referral,IOS 14.0
4642,Direct,Android 11.0
4643,Direct,IOS 12.3
4644,Referral,IOS 17.4
4645,Organic Search,Android 9.1
4646,Referral,Android 8.0
4647,Organic Search,IOS 17.0
4648,Referral,Android 8.0
4649,Referral,Android 9.3
4650,Meta Ads,IOS 14.3
4651,Direct,Android 9.4
4652,Direct,Android 12.5
4653,Referral,Android 10.1
4654,Meta Ads,Android 9.0
4655,Direct,Android 12.0
4656,Apple Ads,IOS 17.1
4657,Google Ads,Android 8.5
4658,Direct,Android 12.1
4659,Referral,IOS 17.4
4660,Referral,IOS 14.3
4661,Google Ads,IOS 16.0
4662,Referral,IOS 17.1
4663,Direct,Android 12.2
4664,Apple Ads,IOS 14.2
4665,Apple Ads,IOS 17.1
4666,Referral,IOS 12.1
4667,Apple Ads,IOS 14.0
4668,Apple Ads,IOS 15.1
4669,Organic Search,IOS 16.3
4670,Google Ads,IOS 16.5
4671,Organic Search,Android 12.4
4672,Meta Ads,Android 10.5
4673,Apple Ads,IOS 12.4
4674,Apple Ads,IOS 15.2
4675,Google Ads,IOS 16.5
4676,Direct,IOS 13.1
4677,Organic Search,IOS 15.0
4678,Organic Search,IOS 12.4
4679,Organic Search,Android 9.1
4680,Direct,IOS 12.4
4681,Direct,Android 8.2
4682,Referral,Android 10.1
4683,Direct,Android 9.0
4684,Google Ads,Android 12.3
4685,Organic Search,IOS 14.1
4686,Referral,Android 9.3
4687,Meta Ads,Android 12.2
4688,Referral,Android 8.4
4689,Apple Ads,IOS 17.1
4690,Referral,IOS 14.5
4691,Referral,IOS 13.0
4692,Organic Search,IOS 12.1
4693,Referral,IOS 15.5
4694,Direct,IOS 13.4
4695,Apple Ads,IOS 17.1
4696,Referral,Android 12.0
4697,Apple Ads,IOS 12.5
4698,Referral,Android 12.1
4699,Meta Ads,IOS 13.0
4700,Direct,Android 11.0
4701,Organic Search,IOS 16.3
4702,Referral,IOS 16.2
4703,Organic Search,Android 8.5
4704,Referral,IOS 15.3
4705,Direct,Android 9.4
4706,Referral,IOS 18.2
4707,Direct,Android 9.0
4708,Direct,Android 10.0
4709,Direct,Android 11.4
4710,Direct,IOS 13.3
4711,Meta Ads,Android 9.1
4712,Apple Ads,IOS 17.1
4713,Direct,IOS 16.5
4714,Referral,IOS 12.0
4715,Direct,IOS 14.4
4716,Meta Ads,IOS 16.0
4717,Referral,IOS 15.5
4718,Referral,Android 12.3
4719,Referral,IOS 12.5
4720,Referral,IOS 17.2
4721,Organic Search,IOS 12.5
4722,Referral,IOS 15.0
4723,Organic Search,IOS 17.3
4724,Apple Ads,IOS 17.1
4725,Referral,IOS 18.2
4726,Direct,Android 11.3
4727,Meta Ads,Android 12.5
4728,Direct,Android 8.2
4729,Organic Search,Android 10.2
4730,Referral,IOS 18.4
4731,Direct,Android 11.5
4732,Direct,Android 12.5
4733,Referral,IOS 16.4
4734,Organic Search,Android 11.3
4735,Referral,Android 12.5
4736,Organic Search,IOS 13.0
4737,Meta Ads,Android 12.4
4738,Referral,IOS 15.2
4739,Referral,Android 12.3
4740,Direct,Android 8.4
4741,Apple Ads,IOS 18.1
4742,Direct,IOS 13.5
4743,Direct,Android 9.2
4744,Direct,Android 10.4
4745,Direct,Android 12.0
4746,Organic Search,IOS 12.1
4747,Google Ads,IOS 16.4
4748,Direct,Android 8.5
4749,Direct,IOS 12.2
4750,Referral,IOS 16.5
4751,Direct,IOS 16.0
4752,Referral,Android 11.0
4753,Organic Search,Android 9.5
4754,Organic Search,Android 9.5
4755,Organic Search,Android 12.5
4756,Organic Search,Android 9.4
4757,Organic Search,IOS 12.0
4758,Direct,IOS 14.2
4759,Organic Search,IOS 13.5
4760,Organic Search,Android 12.2
4761,Organic Search,Android 12.2
4762,Meta Ads,Android 11.1
4763,Organic Search,Android 12.1
4764,Organic Search,Android 9.0
4765,Direct,IOS 15.2
4766,Referral,IOS 15.5
4767,Direct,Android 10.0
4768,Direct,Android 8.3
4769,Google Ads,IOS 12.3
4770,Apple Ads,IOS 17.1
4771,Organic Search,Android 10.3
4772,Meta Ads,Android 9.5
4773,Direct,Android 9.1
4774,Apple Ads,IOS 17.1
4775,Direct,Android 10.1
4776,Direct,Android 11.4
4777,Referral,Android 9.2
4778,Organic Search,Android 11.1
4779,Referral,Android 8.0
4780,Referral,Android 11.1
4781,Direct,IOS 18.2
4782,Google Ads,IOS 17.5
4783,Direct,Android 11.4
4784,Google Ads,IOS 13.1
4785,Organic Search,Android 8.2
4786,Direct,Android 11.2
4787,Referral,IOS 17.4
4788,Referral,Android 12.3
4789,Organic Search,Android 10.2
4790,Referral,Android 12.3
4791,Referral,Android 8.1
4792,Direct,Android 8.5
4793,Organic Search,IOS 16.4
4794,Organic Search,Android 12.2
4795,Direct,Android 12.4
4796,Direct,IOS 18.2
4797,Organic Search,Android 11.4
4798,Organic Search,Android 12.3
4799,Referral,IOS 17.3
4800,Google Ads,Android 12.1
4801,Referral,Android 9.4
4802,Apple Ads,IOS 12.4
4803,Referral,IOS 17.5
4804,Referral,Android 10.4
4805,Referral,Android 9.5
4806,Referral,IOS 18.2
4807,Apple Ads,IOS 16.4
4808,Organic Search,IOS 17.5
4809,Organic Search,Android 8.4
4810,Direct,IOS 14.3
4811,Direct,IOS 17.4
4812,Meta Ads,IOS 16.3
4813,Referral,IOS 16.4
4814,Referral,Android 12.5
4815,Apple Ads,IOS 15.3
4816,Meta Ads,IOS 15.0
4817,Google Ads,IOS 17.0
4818,Organic Search,Android 9.5
4819,Organic Search,Android 12.5
4820,Direct,IOS 12.4
4821,Referral,Android 8.2
4822,Organic Search,IOS 17.5
4823,Google Ads,IOS 12.1
4824,Referral,IOS 15.4
4825,Organic Search,IOS 15.0
4826,Referral,IOS 12.2
4827,Organic Search,Android 10.0
4828,Organic Search,Android 9.4
4829,Google Ads,Android 8.0
4830,Direct,Android 8.3
4831,Organic Search,Android 12.0
4832,Referral,Android 9.0
4833,Apple Ads,IOS 18.4
4834,Organic Search,Android 12.0
4835,Organic Search,IOS 14.5
4836,Direct,IOS 16.3
4837,Direct,Android 11.2
4838,Direct,Android 10.0
4839,Direct,IOS 17.4
4840,Organic Search,IOS 15.2
4841,Google Ads,Android 11.4
4842,Referral,IOS 17.4
4843,Meta Ads,IOS 17.2
4844,Direct,Android 8.5
4845,Direct,IOS 17.5
4846,Organic Search,IOS 13.2
4847,Direct,IOS 13.3
4848,Direct,Android 9.5
4849,Referral,IOS 15.3
4850,Organic Search,IOS 12.3
4851,Organic Search,IOS 14.2
4852,Apple Ads,IOS 17.1
4853,Organic Search,IOS 18.5
4854,Referral,IOS 17.2
4855,Direct,IOS 14.0
4856,Apple Ads,IOS 15.0
4857,Meta Ads,Android 12.0
4858,Referral,IOS 14.4
4859,Direct,Android 8.4
4860,Organic Search,Android 9.0
4861,Apple Ads,IOS 14.4
4862,Organic Search,Android 8.5
4863,Apple Ads,IOS 17.1
4864,Organic Search,IOS 17.4
4865,Organic Search,IOS 12.3
4866,Google Ads,IOS 18.2
4867,Organic Search,IOS 15.1
4868,Organic Search,IOS 14.5
4869,Organic Search,Android 10.3
4870,Direct,IOS 16.3
4871,Referral,Android 11.1
4872,Organic Search,IOS 14.1
4873,Organic Search,IOS 18.2
4874,Referral,Android 11.3
4875,Organic Search,Android 11.4
4876,Direct,Android 12.2
4877,Direct,IOS 16.5
4878,Referral,IOS 18.2
4879,Referral,IOS 16.2
4880,Organic Search,Android 8.1
4881,Direct,IOS 12.0
4882,Direct,Android 9.0
4883,Organic Search,Android 9.5
4884,Referral,Android 9.0
4885,Google Ads,IOS 13.4
4886,Apple Ads,IOS 16.4
4887,Organic Search,IOS 18.3
4888,Google Ads,IOS 16.1
4889,Organic Search,IOS 13.0
4890,Meta Ads,IOS 15.4
4891,Direct,Android 8.2
4892,Organic Search,IOS 12.5
4893,Direct,Android 10.5
4894,Organic Search,Android 10.5
4895,Organic Search,IOS 14.2
4896,Organic Search,IOS 13.4
4897,Apple Ads,IOS 17.1
4898,Referral,IOS 17.5
4899,Organic Search,IOS 16.5
4900,Direct,IOS 16.1
4901,Organic Search,IOS 16.3
4902,Organic Search,Android 8.3
4903,Direct,IOS 16.0
4904,Direct,IOS 15.3
4905,Organic Search,Android 9.3
4906,Referral,IOS 16.5
4907,Direct,IOS 18.0
4908,Referral,IOS 15.3
4909,Direct,IOS 17.1
4910,Direct,IOS 17.2
4911,Organic Search,IOS 16.4
4912,Direct,IOS 18.3
4913,Organic Search,Android 10.0
4914,Organic Search,Android 8.1
4915,Meta Ads,IOS 14.2
4916,Organic Search,Android 10.0
4917,Direct,Android 11.0
4918,Referral,IOS 18.5
4919,Meta Ads,IOS 16.1
4920,Direct,IOS 12.4
4921,Organic Search,Android 9.5
4922,Organic Search,Android 9.3
4923,Referral,IOS 17.5
4924,Organic Search,Android 12.4
4925,Apple Ads,IOS 14.5
4926,Direct,Android 11.0
4927,Direct,IOS 17.2
4928,Organic Search,Android 10.3
4929,Referral,Android 8.3
4930,Direct,IOS 15.0
4931,Referral,Android 8.0
4932,Organic Search,IOS 14.3
4933,Organic Search,IOS 15.1
4934,Apple Ads,IOS 17.1
4935,Referral,IOS 13.2
4936,Google Ads,Android 11.2
4937,Direct,IOS 13.5
4938,Direct,IOS 14.5
4939,Organic Search,IOS 18.3
4940,Referral,Android 11.3
4941,Referral,Android 9.4
4942,Referral,Android 8.0
4943,Apple Ads,IOS 17.1
4944,Direct,IOS 17.5
4945,Organic Search,IOS 18.3
4946,Organic Search,IOS 18.1
4947,Direct,IOS 14.4
4948,Referral,Android 11.3
4949,Referral,Android 9.1
4950,Organic Search,Android 11.3
4951,Apple Ads,IOS 17.1
4952,Meta Ads,IOS 18.3
4953,Meta Ads,IOS 18.5
4954,Referral,IOS 14.0
4955,Google Ads,Android 12.3
4956,Organic Search,IOS 15.3
4957,Google Ads,IOS 17.2
4958,Organic Search,Android 10.2
4959,Organic Search,Android 8.5
4960,Direct,Android 11.1
4961,Google Ads,IOS 16.3
4962,Direct,Android 12.2
4963,Google Ads,Android 8.3
4964,Direct,IOS 14.3
4965,Direct,Android 9.4
4966,Meta Ads,Android 11.1
4967,Referral,IOS 17.5
4968,Direct,Android 8.1
4969,Meta Ads,Android 11.2
4970,Referral,Android 12.5
4971,Direct,Android 8.4
4972,Meta Ads,IOS 13.4
4973,Apple Ads,IOS 17.1
4974,Direct,Android 11.0
4975,Organic Search,IOS 16.4
4976,Direct,IOS 18.3
4977,Referral,IOS 17.2
4978,Referral,IOS 17.4
4979,Organic Search,Android 9.5
4980,Google Ads,IOS 14.5
4981,Referral,IOS 18.5
4982,Direct,Android 11.4
4983,Direct,IOS 12.1
4984,Direct,IOS 13.4
4985,Referral,IOS 15.2
4986,Organic Search,IOS 17.5
4987,Google Ads,Android 9.4
4988,Referral,Android 10.1
4989,Referral,IOS 16.0
4990,Referral,Android 8.2
4991,Apple Ads,IOS 18.1
4992,Direct,IOS 15.2
4993,Organic Search,IOS 13.3
4994,Google Ads,Android 10.0
4995,Direct,IOS 17.0
4996,Google Ads,Android 9.2
4997,Referral,IOS 17.1
4998,Direct,Android 8.5
4999,Referral,Android 10.5
5000,Organic Search,Android 12.5
5001,Direct,Android 9.0
5002,Google Ads,Android 10.5
5003,Organic Search,IOS 14.1
5004,Organic Search,Android 9.2
5005,Meta Ads,IOS 14.3
5006,Direct,IOS 17.2
5007,Organic Search,IOS 12.2
5008,Google Ads,IOS 15.0
5009,Apple Ads,IOS 13.2
5010,Apple Ads,IOS 17.3
5011,Direct,Android 9.4
5012,Direct,Android 11.1
5013,Apple Ads,IOS 13.3
5014,Direct,Android 12.4
5015,Organic Search,Android 8.3
5016,Meta Ads,Android 10.2
5017,Direct,Android 9.5
5018,Meta Ads,IOS 18.5
5019,Direct,Android 11.2
5020,Organic Search,IOS 17.3
5021,Referral,IOS 15.5
5022,Organic Search,Android 10.2
5023,Direct,IOS 15.5
5024,Organic Search,IOS 13.2
5025,Organic Search,Android 9.1
5026,Apple Ads,IOS 15.1
5027,Meta Ads,Android 8.4
5028,Organic Search,IOS 13.4
5029,Referral,IOS 18.5
5030,Direct,IOS 16.1
5031,Meta Ads,IOS 18.3
5032,Referral,IOS 15.1
5033,Apple Ads,IOS 17.4
5034,Google Ads,IOS 13.3
5035,Meta Ads,IOS 17.4
5036,Google Ads,Android 9.1
5037,Organic Search,IOS 15.2
5038,Organic Search,IOS 15.4
5039,Referral,IOS 18.4
5040,Meta Ads,Android 8.5
5041,Meta Ads,IOS 17.1
5042,Referral,Android 8.1
5043,Apple Ads,IOS 14.4
5044,Apple Ads,IOS 17.1
5045,Meta Ads,IOS 15.3
5046,Referral,Android 9.2
5047,Referral,IOS 14.5
5048,Referral,IOS 14.3
5049,Organic Search,IOS 15.4
5050,Referral,IOS 12.5
5051,Referral,Android 9.0
5052,Meta Ads,IOS 14.4
5053,Organic Search,IOS 18.2
5054,Direct,IOS 14.3
5055,Direct,Android 8.2
5056,Direct,Android 11.0
5057,Organic Search,Android 12.2
5058,Apple Ads,IOS 17.2
5059,Referral,Android 11.5
5060,Organic Search,IOS 13.3
5061,Direct,Android 9.5
5062,Referral,Android 11.1
5063,Direct,Android 12.5
5064,Referral,Android 11.4
5065,Referral,IOS 12.3
5066,Referral,Android 12.2
5067,Direct,Android 8.4
5068,Organic Search,IOS 14.1
5069,Google Ads,Android 11.1
5070,Apple Ads,IOS 17.1
5071,Organic Search,IOS 16.3
5072,Apple Ads,IOS 18.0
5073,Organic Search,IOS 13.3
5074,Organic Search,Android 8.3
5075,Organic Search,Android 9.1
5076,Meta Ads,IOS 17.0
5077,Referral,Android 9.3
5078,Referral,IOS 12.4
5079,Meta Ads,IOS 16.3
5080,Direct,IOS 13.5
5081,Referral,Android 10.0
5082,Direct,Android 12.1
5083,Referral,IOS 16.4
5084,Organic Search,IOS 17.4
5085,Organic Search,IOS 16.5
5086,Organic Search,IOS 18.2
5087,Organic Search,IOS 14.2
5088,Google Ads,IOS 16.5
5089,Direct,IOS 18.5
5090,Meta Ads,IOS 17.2
5091,Meta Ads,IOS 15.1
5092,Referral,IOS 16.2
5093,Google Ads,Android 8.1
5094,Google Ads,Android 9.0
5095,Meta Ads,Android 12.1
5096,Referral,IOS 12.1
5097,Organic Search,Android 11.0
5098,Organic Search,IOS 15.5
5099,Google Ads,Android 11.5
5100,Referral,Android 9.1
5101,Referral,Android 8.3
5102,Direct,IOS 13.5
5103,Meta Ads,IOS 15.1
5104,Referral,IOS 15.3
5105,Direct,IOS 12.1
5106,Organic Search,IOS 14.2
5107,Google Ads,Android 9.1
5108,Organic Search,IOS 14.3
5109,Organic Search,IOS 17.5
5110,Organic Search,IOS 12.3
5111,Direct,Android 8.0
5112,Referral,IOS 16.2
5113,Direct,Android 8.3
5114,Google Ads,IOS 14.1
5115,Google Ads,IOS 12.1
5116,Apple Ads,IOS 17.1
5117,Google Ads,IOS 18.2
5118,Referral,Android 12.1
5119,Organic Search,IOS 17.4
5120,Organic Search,IOS 12.1
5121,Apple Ads,IOS 17.1
5122,Meta Ads,Android 8.4
5123,Google Ads,Android 12.1
5124,Referral,IOS 13.4
5125,Meta Ads,IOS 16.3
5126,Organic Search,IOS 14.0
5127,Organic Search,Android 8.3
5128,Direct,Android 11.1
5129,Direct,IOS 14.4
5130,Referral,Android 9.3
5131,Referral,IOS 17.2
5132,Referral,IOS 14.2
5133,Organic Search,IOS 18.3
5134,Referral,Android 10.5
5135,Meta Ads,Android 12.5
5136,Organic Search,IOS 16.0
5137,Direct,IOS 13.0
5138,Organic Search,IOS 17.5
5139,Organic Search,Android 8.3
5140,Meta Ads,Android 10.1
5141,Google Ads,IOS 15.0
5142,Direct,IOS 18.1
5143,Organic Search,Android 12.4
5144,Referral,IOS 17.2
5145,Organic Search,IOS 13.2
5146,Referral,Android 9.2
5147,Google Ads,IOS 17.4
5148,Referral,IOS 17.0
5149,Meta Ads,Android 9.2
5150,Meta Ads,IOS 12.2
5151,Google Ads,IOS 16.5
5152,Organic Search,IOS 15.2
5153,Referral,IOS 14.1
5154,Organic Search,IOS 14.5
5155,Referral,Android 11.1
5156,Referral,IOS 18.2
5157,Referral,IOS 18.2
5158,Referral,Android 8.1
5159,Referral,IOS 18.3
5160,Organic Search,IOS 15.4
5161,Apple Ads,IOS 17.1
5162,Meta Ads,Android 10.0
5163,Apple Ads,IOS 17.1
5164,Meta Ads,Android 10.3
5165,Meta Ads,Android 10.4
5166,Organic Search,IOS 16.4
5167,Apple Ads,IOS 14.3
5168,Direct,Android 11.5
5169,Direct,Android 10.1
5170,Direct,Android 10.2
5171,Organic Search,IOS 14.0
5172,Referral,IOS 16.3
5173,Direct,Android 9.3
5174,Meta Ads,Android 8.4
5175,Organic Search,IOS 18.2
5176,Organic Search,IOS 18.4
5177,Direct,Android 12.1
5178,Referral,IOS 13.0
5179,Organic Search,IOS 18.4
5180,Google Ads,Android 12.1
5181,Google Ads,IOS 15.2
5182,Direct,IOS 12.5
5183,Referral,Android 8.0
5184,Meta Ads,IOS 18.4
5185,Google Ads,Android 10.4
5186,Referral,Android 11.5
5187,Organic Search,IOS 13.0
5188,Apple Ads,IOS 14.1
5189,Google Ads,IOS 18.1
5190,Apple Ads,IOS 13.4
5191,Google Ads,IOS 12.2
5192,Direct,IOS 13.5
5193,Referral,Android 12.5
5194,Referral,Android 12.0
5195,Apple Ads,IOS 17.1
5196,Direct,Android 9.3
5197,Google Ads,Android 12.4
5198,Direct,IOS 14.2
5199,Referral,IOS 17.1
5200,Referral,Android 12.0
5201,Referral,IOS 13.2
5202,Referral,IOS 12.1
5203,Google Ads,IOS 16.1
5204,Direct,IOS 14.4
5205,Referral,IOS 16.2
5206,Apple Ads,IOS 17.1
5207,Referral,IOS 15.0
5208,Referral,Android 9.4
5209,Direct,Android 9.0
5210,Direct,IOS 17.4
5211,Apple Ads,IOS 17.1
5212,Google Ads,Android 9.3
5213,Apple Ads,IOS 14.4
5214,Meta Ads,Android 10.2
5215,Referral,IOS 18.2
5216,Direct,IOS 15.1
5217,Meta Ads,IOS 13.3
5218,Google Ads,IOS 16.0
5219,Referral,IOS 15.5
5220,Meta Ads,Android 9.0
5221,Organic Search,Android 11.5
5222,Organic Search,Android 8.4
5223,Organic Search,Android 10.5
5224,Direct,Android 9.5
5225,Meta Ads,IOS 14.0
5226,Apple Ads,IOS 13.0
5227,Referral,Android 8.0
5228,Direct,Android 8.5
5229,Organic Search,Android 11.0
5230,Google Ads,IOS 16.5
5231,Apple Ads,IOS 17.0
5232,Google Ads,Android 9.1
5233,Referral,Android 10.0
5234,Organic Search,IOS 15.1
5235,Direct,Android 12.5
5236,Organic Search,IOS 13.0
5237,Organic Search,IOS 13.3
5238,Meta Ads,IOS 13.2
5239,Apple Ads,IOS 18.1
5240,Direct,IOS 16.2
5241,Google Ads,IOS 15.4
5242,Referral,IOS 13.5
5243,Referral,IOS 14.5
5244,Organic Search,IOS 17.2
5245,Meta Ads,Android 10.3
5246,Direct,Android 12.0
5247,Referral,Android 10.2
5248,Referral,IOS 17.4
5249,Referral,IOS 16.0
5250,Direct,IOS 15.2
5251,Meta Ads,IOS 18.5
5252,Referral,IOS 15.2
5253,Referral,IOS 13.3
5254,Apple Ads,IOS 15.2
5255,Meta Ads,IOS 12.5
5256,Organic Search,Android 10.5
5257,Organic Search,IOS 16.2
5258,Direct,IOS 17.0
5259,Organic Search,Android 9.3
5260,Apple Ads,IOS 17.2
5261,Referral,Android 8.2
5262,Referral,IOS 12.1
5263,Meta Ads,Android 9.5
5264,Organic Search,IOS 13.0
5265,Referral,Android 8.5
5266,Apple Ads,IOS 17.1
5267,Referral,IOS 18.3
5268,Referral,Android 10.0
5269,Referral,IOS 12.1
5270,Referral,IOS 17.2
5271,Organic Search,Android 11.3
5272,Apple Ads,IOS 15.2
5273,Referral,IOS 17.4
5274,Organic Search,IOS 15.2
5275,Direct,Android 8.3
5276,Google Ads,IOS 15.4
5277,Google Ads,IOS 18.3
5278,Apple Ads,IOS 17.1
5279,Organic Search,Android 12.4
5280,Direct,Android 12.2
5281,Google Ads,Android 9.4
5282,Referral,IOS 13.0
5283,Google Ads,Android 9.2
5284,Direct,IOS 15.1
5285,Apple Ads,IOS 17.1
5286,Organic Search,IOS 16.1
5287,Referral,Android 8.3
5288,Direct,IOS 13.3
5289,Organic Search,Android 10.2
5290,Referral,Android 9.1
5291,Apple Ads,IOS 15.2
5292,Referral,IOS 14.3
5293,Referral,IOS 17.0
5294,Direct,IOS 14.5
5295,Direct,Android 11.5
5296,Organic Search,Android 8.1
5297,Referral,IOS 14.1
5298,Direct,IOS 13.0
5299,Organic Search,IOS 12.4
5300,Direct,Android 11.0
5301,Organic Search,Android 9.4
5302,Apple Ads,IOS 17.1
5303,Direct,Android 8.3
5304,Direct,IOS 18.2
5305,Organic Search,Android 9.1
5306,Direct,IOS 12.4
5307,Google Ads,IOS 13.2
5308,Direct,Android 11.0
5309,Organic Search,Android 11.2
5310,Direct,Android 11.5
5311,Meta Ads,IOS 15.5
5312,Referral,IOS 14.3
5313,Organic Search,IOS 14.2
5314,Organic Search,Android 11.5
5315,Organic Search,Android 12.1
5316,Direct,Android 9.5
5317,Google Ads,Android 11.4
5318,Google Ads,Android 8.2
5319,Direct,IOS 18.0
5320,Google Ads,IOS 15.0
5321,Referral,IOS 15.1
5322,Direct,IOS 17.5
5323,Direct,IOS 13.3
5324,Direct,IOS 17.4
5325,Referral,Android 10.0
5326,Direct,Android 12.4
5327,Referral,IOS 14.1
5328,Organic Search,Android 10.2
5329,Organic Search,IOS 16.4
5330,Organic Search,IOS 17.1
5331,Direct,IOS 12.4
5332,Referral,IOS 17.1
5333,Referral,Android 8.1
5334,Referral,IOS 18.4
5335,Direct,IOS 18.0
5336,Organic Search,IOS 12.1
5337,Direct,IOS 13.4
5338,Organic Search,IOS 16.3
5339,Referral,IOS 16.5
5340,Direct,Android 10.4
5341,Referral,IOS 14.4
5342,Google Ads,IOS 15.4
5343,Referral,Android 8.4
5344,Direct,Android 10.4
5345,Apple Ads,IOS 17.1
5346,Direct,Android 11.2
5347,Direct,Android 9.0
5348,Meta Ads,Android 8.4
5349,Referral,Android 8.3
5350,Organic Search,IOS 14.1
5351,Direct,IOS 13.1
5352,Organic Search,IOS 16.2
5353,Direct,IOS 18.5
5354,Direct,Android 8.3
5355,Organic Search,IOS 13.1
5356,Direct,IOS 14.1
5357,Referral,Android 9.3
5358,Referral,IOS 15.3
5359,Referral,Android 12.3
5360,Direct,Android 9.1
5361,Direct,Android 9.0
5362,Organic Search,Android 10.1
5363,Direct,Android 11.0
5364,Referral,Android 12.1
5365,Direct,Android 8.2
5366,Apple Ads,IOS 13.1
5367,Direct,IOS 16.2
5368,Apple Ads,IOS 13.2
5369,Organic Search,IOS 16.2
5370,Referral,Android 10.5
5371,Direct,IOS 16.0
5372,Referral,Android 10.1
5373,Google Ads,IOS 15.1
5374,Referral,Android 10.3
5375,Organic Search,Android 8.1
5376,Meta Ads,IOS 15.3
5377,Organic Search,Android 11.2
5378,Referral,IOS 16.5
5379,Organic Search,IOS 15.1
5380,Referral,IOS 13.4
5381,Direct,Android 12.4
5382,Meta Ads,IOS 14.3
5383,Direct,Android 10.0
5384,Organic Search,IOS 15.2
5385,Google Ads,Android 10.3
5386,Organic Search,Android 11.1
5387,Referral,IOS 17.2
5388,Direct,Android 12.3
5389,Organic Search,Android 11.2
5390,Direct,IOS 16.1
5391,Apple Ads,IOS 14.2
5392,Referral,Android 12.3
5393,Organic Search,IOS 13.4
5394,Apple Ads,IOS 17.1
5395,Organic Search,Android 12.5
5396,Google Ads,Android 8.3
5397,Direct,IOS 16.0
5398,Referral,IOS 17.3
5399,Meta Ads,IOS 14.3
5400,Direct,IOS 18.1
5401,Referral,IOS 13.1
5402,Direct,Android 10.4
5403,Organic Search,Android 9.1
5404,Organic Search,Android 11.1
5405,Organic Search,Android 12.4
5406,Referral,Android 8.5
5407,Organic Search,Android 11.1
5408,Direct,Android 12.3
5409,Referral,IOS 18.4
5410,Direct,IOS 15.4
5411,Direct,IOS 14.4
5412,Direct,IOS 17.5
5413,Direct,Android 11.0
5414,Referral,IOS 12.2
5415,Referral,Android 8.1
5416,Organic Search,IOS 16.2
5417,Organic Search,Android 12.0
5418,Organic Search,IOS 12.2
5419,Referral,IOS 13.2
5420,Apple Ads,IOS 17.1
5421,Referral,Android 11.5
5422,Google Ads,Android 12.1
5423,Direct,Android 9.1
5424,Organic Search,IOS 18.4
5425,Organic Search,Android 12.5
5426,Direct,IOS 18.0
5427,Referral,Android 12.3
5428,Organic Search,IOS 16.3
5429,Direct,Android 11.5
5430,Organic Search,IOS 17.5
5431,Organic Search,Android 8.4
5432,Direct,IOS 12.4
5433,Direct,IOS 18.2
5434,Direct,IOS 15.5
5435,Organic Search,Android 12.1
5436,Google Ads,IOS 14.1
5437,Organic Search,IOS 16.1
5438,Apple Ads,IOS 18.3
5439,Direct,IOS 15.5
5440,Apple Ads,IOS 17.1
5441,Organic Search,IOS 14.1
5442,Referral,Android 10.3
5443,Apple Ads,IOS 17.1
5444,Referral,Android 8.0
5445,Meta Ads,Android 12.1
5446,Direct,IOS 18.4
5447,Direct,Android 10.0
5448,Direct,Android 10.1
5449,Referral,IOS 15.3
5450,Referral,IOS 18.0
5451,Apple Ads,IOS 16.4
5452,Referral,IOS 17.5
5453,Referral,Android 11.3
5454,Referral,IOS 13.2
5455,Organic Search,IOS 15.0
5456,Direct,IOS 18.4
5457,Direct,Android 11.3
5458,Referral,Android 9.4
5459,Direct,Android 10.0
5460,Direct,IOS 17.0
5461,Organic Search,Android 12.2
5462,Organic Search,IOS 18.2
5463,Meta Ads,Android 9.3
5464,Organic Search,Android 9.2
5465,Organic Search,IOS 17.5
5466,Google Ads,IOS 18.4
5467,Referral,Android 12.0
5468,Referral,Android 11.3
5469,Apple Ads,IOS 18.4
5470,Organic Search,IOS 12.4
5471,Meta Ads,IOS 14.4
5472,Meta Ads,Android 8.0
5473,Google Ads,IOS 14.4
5474,Organic Search,IOS 13.3
5475,Referral,Android 9.3
5476,Organic Search,Android 8.1
5477,Referral,Android 8.1
5478,Direct,Android 8.2
5479,Organic Search,IOS 13.2
5480,Direct,IOS 16.4
5481,Organic Search,Android 9.0
5482,Organic Search,Android 11.0
5483,Google Ads,Android 9.0
5484,Organic Search,Android 12.4
